Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
bizcocho mini 20un chocman costa 21g,S/11.90,0,Costa,Metro,,[CLS] biz ##co ##cho mini 20 ##un cho ##cm ##an costa 21 ##g [SEP]
papas lays clásicas 36g,S/2.60,0,Frito Lays,Metro,,[CLS] papa ##s lay ##s clásica ##s 36 ##g [SEP]
ají pollero 75g,S/4.50,0,Casa Verde,Metro,,[CLS] aj ##í poll ##ero 75 ##g [SEP]
conserva de maíz dulce en agua cuisine & co 241g,S/4.90,16 %,Cuisine & Co,Metro,,[CLS] conserva de maí ##z dulce en agua cuisine & co 241 ##g [SEP]
mayonesa alpesa 350g,S/7.60,0,Alpesa,Metro,,[CLS] mayo ##nesa al ##pes ##a 350 ##g [SEP]
mostaza alpesa 190g,S/3.60,0,Alpesa,Metro,,[CLS] most ##aza al ##pes ##a 190 ##g [SEP]
galleta oreo pack familiar 324g,S/5.60,20 %,Oreo,Metro,,[CLS] gall ##eta ore ##o pack familiar 324 ##g [SEP]
galleta ritz family sharing 175.8g,S/3.84,20 %,Ritz,Metro,,[CLS] gall ##eta rit ##z family sharing 175 . 8 ##g [SEP]
sixpack galletas rellenas sublime 46g,S/4.90,28 %,Sublime,Metro,,[CLS] six ##pac ##k gall ##etas re ##llen ##as sub ##lime 46 ##g [SEP]
maíz frito en hojuelas tortees clásico 71g,S/2.70,0,Frito Lays,Metro,,[CLS] maí ##z fri ##to en ho ##ju ##elas to ##rte ##es clásico 71 ##g [SEP]
arroz añejo superior valle norte 5kg,S/. 21.90,0,Valle Norte,Metro,,[CLS] arroz a ##ñ ##ejo superior valle norte 5 ##kg [SEP]
pasta de tomate b & d 200g,S/4.20,0,B&D,Metro,,[CLS] pasta de toma ##te b & d 200 ##g [SEP]
pasta de tomate b & d 100g,S/2.20,0,B&D,Metro,,[CLS] pasta de toma ##te b & d 100 ##g [SEP]
palitos sabor a queso cheese tris 140g,S/5.10,0,Frito Lays,Metro,,[CLS] pal ##itos sabor a que ##so che ##ese tri ##s 140 ##g [SEP]
nabo encurtido huerto mejía 220g,S/9.50,0,Huerto Mejia,Metro,,[CLS] na ##bo en ##cu ##rti ##do hu ##erto me ##jí ##a 220 ##g [SEP]
curry hindú en polvo cuisine & co 6g,S/1.99,0,Cuisine & Co,Metro,,[CLS] cu ##rry hin ##dú en pol ##vo cuisine & co 6 ##g [SEP]
palillo molillo cuisine & co 15g,S/1.80,0,Cuisine & Co,Metro,,[CLS] pal ##illo mol ##illo cuisine & co 15 ##g [SEP]
hongo seco cuisine & co 10g,S/2.90,0,Cuisine & Co,Metro,,[CLS] hon ##go seco cuisine & co 10 ##g [SEP]
orégano entero cuisine & co 8g,S/2.10,0,Cuisine & Co,Metro,,[CLS] or ##ég ##ano enter ##o cuisine & co 8 ##g [SEP]
ají panca cuisine & co 10g,S/1.99,0,Cuisine & Co,Metro,,[CLS] aj ##í pan ##ca cuisine & co 10 ##g [SEP]
mayonesa blanca alpesa 400g,S/7.99,0,AlaCena,Metro,,[CLS] mayo ##nesa blanca al ##pes ##a 400 ##g [SEP]
vinagre tinto cuisine & co 500ml,S/2.99,0,Cuisine & Co,Metro,,[CLS] vin ##ag ##re tin ##to cuisine & co 500 ##ml [SEP]
sal de maras para cocina cuisine & co 500g,S/10.50,0,Cuisine & Co,Metro,,[CLS] sal de mara ##s para cocina cuisine & co 500 ##g [SEP]
vinagreta alacena pollera 190g,S/5.50,0,AlaCena,Metro,,[CLS] vin ##ag ##reta ala ##cena poll ##era 190 ##g [SEP]
salsa blanca completa don vittorio 390g,S/9.30,0,Don Vittorio,Metro,,[CLS] salsa blanca completa don vit ##torio 390 ##g [SEP]
gelatina umsha sabor naranja 120g,S/3.50,0,Umsha,Metro,,[CLS] gela ##tina ums ##ha sabor nar ##anja 120 ##g [SEP]
pudín umsha sabor chocolate 100g,S/2.50,0,Umsha,Metro,,[CLS] pu ##dí ##n ums ##ha sabor chocolate 100 ##g [SEP]
chuño umsha 180g,S/3.50,0,Umsha,Metro,,[CLS] chu ##ño ums ##ha 180 ##g [SEP]
ajo molido piki 1kg,S/24.90,0,Piki,Metro,,[CLS] ajo mol ##ido pi ##ki 1 ##kg [SEP]
salsa de mostaza walibí 1kg,S/10.90,0,Walibi,Metro,,[CLS] salsa de most ##aza wa ##lib ##í 1 ##kg [SEP]
achiote molido toña 18g,S/2.49,0,Toña,Metro,,[CLS] ach ##iot ##e mol ##ido to ##ña 18 ##g [SEP]
ajo en polvo toña 50g,S/9.99,0,Toña,Metro,,[CLS] ajo en pol ##vo to ##ña 50 ##g [SEP]
pimienta negra molida toña 18g,S/3.60,0,Toña,Metro,,[CLS] pi ##mien ##ta negra mol ##ida to ##ña 18 ##g [SEP]
hongos secos con laurel toña 13g,S/3.40,0,Toña,Metro,,[CLS] hon ##gos seco ##s con lau ##rel to ##ña 13 ##g [SEP]
ajo en polvo toña 18g,S/4.20,0,Toña,Metro,,[CLS] ajo en pol ##vo to ##ña 18 ##g [SEP]
sazonador sobre gigante 32.4 g,S/1.05,0,Sibarita,Metro,,[CLS] sa ##zona ##dor sobre gigante 32 . 4 g [SEP]
vinagre blanco sibarita botella 500 ml,S/3.30,0,Sibarita,Metro,,[CLS] vin ##ag ##re blanco si ##bari ##ta bot ##ella 500 ml [SEP]
canela entera x 8 grs toña,S/3.70,0,Toña,Metro,,[CLS] cane ##la enter ##a x 8 gr ##s to ##ña [SEP]
kétchup doypack 190 g,S/5.80,0,Heinz,Metro,,[CLS] két ##chu ##p do ##y ##pac ##k 190 g [SEP]
chifles salados crickets 500g,S/19.60,0,Crickets,Metro,,[CLS] chi ##f ##les sala ##dos cricket ##s 500 ##g [SEP]
garbanzos bolsa 500 g,S/7.40,0,Valle Norte,Metro,,[CLS] gar ##ban ##zos bol ##sa 500 g [SEP]
maíz pop corn bolsa 350 g,S/3.40,0,Tesoro del Campo,Metro,,[CLS] maí ##z pop corn bol ##sa 350 g [SEP]
frijol canario bolsa 350 g,S/5.60,0,Tesoro del Campo,Metro,,[CLS] fri ##jo ##l can ##ario bol ##sa 350 g [SEP]
arroz fortificado superior bolsa 5 kg,S/. 20.90,0,Paisana,Metro,,[CLS] arroz forti ##ficado superior bol ##sa 5 kg [SEP]
papas al hilo cusine & co 142g,S/5.90,10 %,Cuisine & Co,Metro,,[CLS] papa ##s al hil ##o cu ##sine & co 142 ##g [SEP]
mayonesa light hellmann's frasco 154 oz,S/13.60,30 %,Hellmann's,Metro,,[CLS] mayo ##nesa light hell ##mann ' s fra ##sco 154 oz [SEP]
caramelos duros de eucalipto y mentol / extra fuerte barra 25 g pack 4 unid,S/4.72,20 %,Halls,Metro,,[CLS] cara ##mel ##os duro ##s de eu ##cali ##pt ##o y ment ##ol / extra fuerte barra 25 g pack 4 uni ##d [SEP]
chocolate bitter con maní sublime tableta 40 g caja 8 unid,S/15.50,22 %,Sublime,Metro,,[CLS] chocolate bitter con man ##í sub ##lime table ##ta 40 g caja 8 uni ##d [SEP]
chocolate con leche con maní sublime sonrisa tableta 40 g caja 8 unid,S/14.90,19 %,Sublime,Metro,,[CLS] chocolate con lec ##he con man ##í sub ##lime son ##ris ##a table ##ta 40 g caja 8 uni ##d [SEP]
aceite de oliva cuisine & co 250ml,S/11.60,20 %,Cuisine & Co,Metro,,[CLS] aceite de oli ##va cuisine & co 250 ##ml [SEP]
chicle sin azúcar sabor yerbabuena trident caja 18 unid,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar sabor yer ##bab ##uen ##a tri ##dent caja 18 uni ##d [SEP]
chicle sin azúcar sabor menta trident caja 18 unid,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar sabor ment ##a tri ##dent caja 18 uni ##d [SEP]
palmitos en rodajas cuisine & co lata 400 g,S/6.90,0,Cuisine & Co,Metro,,[CLS] palm ##itos en roda ##jas cuisine & co lata 400 g [SEP]
pepinillos encurtidos cuisine & co pote 510 g,S/8.90,0,Cuisine & Co,Metro,,[CLS] pe ##pini ##llos en ##cu ##rti ##dos cuisine & co pot ##e 510 g [SEP]
mix andino bolsa 100 g,S/5.10,0,Cuisine & Co,Metro,,[CLS] mix and ##ino bol ##sa 100 g [SEP]
semillas de girasol cuisine&co pote 200 g,S/7.30,0,Cuisine & Co,Metro,,[CLS] semi ##llas de gira ##sol cuisine & co pot ##e 200 g [SEP]
pistachos salados cuisine&co pote 150 g,S/17.20,0,Cuisine & Co,Metro,,[CLS] pista ##chos sala ##dos cuisine & co pot ##e 150 g [SEP]
mix de nueces y frutas cuisine&co pote 200 g,S/11.20,0,Cuisine & Co,Metro,,[CLS] mix de nu ##ece ##s y fr ##utas cuisine & co pot ##e 200 g [SEP]
almendras cuisine&co pote 100 g,S/8.50,0,Cuisine & Co,Metro,,[CLS] al ##mend ##ras cuisine & co pot ##e 100 g [SEP]
cancha chulpi salada cuisine & co bolsa 100 g,S/2.80,0,Cuisine & Co,Metro,,[CLS] can ##cha chu ##lp ##i sala ##da cuisine & co bol ##sa 100 g [SEP]
tortillas de maíz clásica cuisine & co bolsa 150 g,S/4.20,0,Cuisine & Co,Metro,,[CLS] to ##rti ##llas de maí ##z clásica cuisine & co bol ##sa 150 g [SEP]
puré de papas cuisine & co bolsa 125 g,S/4.50,0,Cuisine & Co,Metro,,[CLS] pur ##é de papa ##s cuisine & co bol ##sa 125 g [SEP]
chifles norteños cuisine & co pote 100 g,S/5.28,20 %,Cuisine & Co,Metro,,[CLS] chi ##f ##les norte ##ños cuisine & co pot ##e 100 g [SEP]
canchita con chifles cuisine & co pote 180 g,S/6.08,20 %,Cuisine & Co,Metro,,[CLS] can ##chi ##ta con chi ##f ##les cuisine & co pot ##e 180 g [SEP]
crema de ají criollo cuisine & co doypack 85 g,S/3.44,20 %,Cuisine & Co,Metro,,[CLS] c ##rema de aj ##í c ##rio ##llo cuisine & co do ##y ##pac ##k 85 g [SEP]
chocolate con leche sin azúcar 40% cacao milky la ibérica barra 20 g bolsa 10 unid,S/30.50,0,La Ibérica,Metro,,[CLS] chocolate con lec ##he sin az ##úcar 40 % ca ##cao milk ##y la i ##bé ##rica barra 20 g bol ##sa 10 uni ##d [SEP]
trozos de atún en aceite nicolini 140g,S/6.20,0,Nicolini,Metro,,[CLS] tro ##zos de at ##ún en aceite nic ##olin ##i 140 ##g [SEP]
gelatina sin sabor para repostería universal sobre 7.5 g caja 4 unid,S/5.30,0,Universal,Metro,,[CLS] gela ##tina sin sabor para rep ##oster ##ía universal sobre 7 . 5 g caja 4 uni ##d [SEP]
polvo de hornear universal sobre 25 g caja 4 unid,S/5.80,0,Universal,Metro,,[CLS] pol ##vo de horn ##ear universal sobre 25 g caja 4 uni ##d [SEP]
papas fritas amarillas tiyapuy bolsa 160 g,S/. 7.50,0,Tiyapuy,Metro,,[CLS] papa ##s fri ##tas amar ##illas ti ##ya ##pu ##y bol ##sa 160 g [SEP]
harina de coco doypack 150 g,S/8.20,0,Marimiel,Metro,,[CLS] hari ##na de co ##co do ##y ##pac ##k 150 g [SEP]
papas fritas onduladas sabor finas hierbas y lima inka chips bolsa 115 g,S/8.10,0,Inka Chips,Metro,,[CLS] papa ##s fri ##tas ond ##ula ##das sabor fina ##s hier ##bas y lima in ##ka chip ##s bol ##sa 115 g [SEP]
premium cocktail sin maní original vallealto 250g,S/14.50,18 %,Vallealto,Metro,,[CLS] premiu ##m co ##ckt ##ail sin man ##í original valle ##alt ##o 250 ##g [SEP]
salsa verde peruana casa verde 330g,S/13.20,0,Casa Verde,Metro,,[CLS] salsa verde per ##uana casa verde 330 ##g [SEP]
guindón sin pepa frutos y snacks seleccionados cuisine & co bolsa 180 gr,S/9.70,0,Cuisine & Co,Metro,,[CLS] gu ##ind ##ón sin pe ##pa frutos y sna ##cks sel ##ec ##cionado ##s cuisine & co bol ##sa 180 gr [SEP]
salsa tuco cuisine & co doypack 380 g,S/4.56,20 %,Cuisine & Co,Metro,,[CLS] salsa tu ##co cuisine & co do ##y ##pac ##k 380 g [SEP]
mostaza cuisine & co 200g,S/3.60,20 %,Cuisine & Co,Metro,,[CLS] most ##aza cuisine & co 200 ##g [SEP]
cobertura sabor a chocolate bitter negusa caja 600 g,S/16.60,0,Negusa,Metro,,[CLS] cobertura sabor a chocolate bitter ne ##gus ##a caja 600 g [SEP]
arroz extra natural gran chalan bolsa 750 gr,S/. 4.30,0,Gran Chalan,Metro,,[CLS] arroz extra natural gran cha ##lan bol ##sa 750 gr [SEP]
harina sin preparar grano de oro paquete 1 kg,S/6.35,0,Grano de Oro,Metro,,[CLS] hari ##na sin preparar gran ##o de oro pa ##quet ##e 1 kg [SEP]
harina preparada grano de oro paquete 1 kg,S/6.95,0,Grano de Oro,Metro,,[CLS] hari ##na pre ##parada gran ##o de oro pa ##quet ##e 1 kg [SEP]
gomitas frutales mogul 35g,S/1.40,0,Arcor,Metro,,[CLS] go ##mita ##s fr ##uta ##les mogu ##l 35 ##g [SEP]
huevito de pascua con praliné jacquot 250g,S/5.90,77 %,Jacquot,Metro,,[CLS] hu ##evi ##to de pas ##cua con pra ##lin ##é ja ##cq ##uo ##t 250 ##g [SEP]
aceite de oliva extra virgen cuisine & co 500ml,S/21.52,20 %,Cuisine & Co,Metro,,[CLS] aceite de oli ##va extra vir ##gen cuisine & co 500 ##ml [SEP]
chizitos sabor queso 190g,S/6.60,0,Frito Lays,Metro,,[CLS] chi ##zit ##os sabor que ##so 190 ##g [SEP]
palillo sibarita 57g,S/2.25,0,Sibarita,Metro,,[CLS] pal ##illo si ##bari ##ta 57 ##g [SEP]
chocolate con leche confitado chin chin 50g,S/4.30,0,Chin Chin,Metro,,[CLS] chocolate con lec ##he con ##fit ##ado chi ##n chi ##n 50 ##g [SEP]
sillao tito botella 500 ml,S/4.60,0,Tito,Metro,,[CLS] sil ##lao ti ##to bot ##ella 500 ml [SEP]
crema de leche nestlé lata 160 g,S/7.90,0,Nestlé,Metro,,[CLS] c ##rema de lec ##he nest ##lé lata 160 g [SEP]
tallarin instantáneo saltado ajinomen sobre 100 g,S/2.15,0,Ajinomen,Metro,,[CLS] talla ##rin instant ##án ##eo salt ##ado aj ##ino ##men sobre 100 g [SEP]
sopa instantánea sabor a carne ajinomen vaso 51 g,S/3.40,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea sabor a carne aj ##ino ##men vas ##o 51 g [SEP]
sopa instantánea ajinomen sabor pollo 51g,S/3.40,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea aj ##ino ##men sabor poll ##o 51 ##g [SEP]
papas fritas onduladas saladas cuisine & co bolsa 150 gr,S/6.90,12 %,Cuisine & Co,Metro,,[CLS] papa ##s fri ##tas ond ##ula ##das sala ##das cuisine & co bol ##sa 150 gr [SEP]
chifles corte delgado cuisine & co bolsa 200 gr,S/7.50,21 %,Cuisine & Co,Metro,,[CLS] chi ##f ##les corte del ##gado cuisine & co bol ##sa 200 gr [SEP]
aceite de canola cuisine & co botella 1 lt,S/14.00,0,Cuisine & Co,Metro,,[CLS] aceite de can ##ola cuisine & co bot ##ella 1 lt [SEP]
fusilli integrali la molisana paquete 500 g,S/. 6.67,25 %,La Molisana,Metro,,[CLS] fu ##sil ##li integral ##i la mol ##isana pa ##quet ##e 500 g [SEP]
cheetos mega queso frito lay 200g,S/8.30,0,Frito Lays,Metro,,[CLS] che ##etos meg ##a que ##so fri ##to lay 200 ##g [SEP]
chupete globo pop fresa bolsa 24 undiades,S/7.70,0,Globo Pop,Metro,,[CLS] chu ##pet ##e g ##lob ##o pop fr ##esa bol ##sa 24 und ##iade ##s [SEP]
piqueo snax original frito lay 260g,S/8.50,22 %,Frito Lays,Metro,,[CLS] pi ##que ##o sna ##x original fri ##to lay 260 ##g [SEP]
frijol red kidney cuisine & co bolsa 500 gr,S/6.10,0,Cuisine & Co,Metro,,[CLS] fri ##jo ##l red ki ##dne ##y cuisine & co bol ##sa 500 gr [SEP]
tortillas de maíz doritos queso atrevido 190g,S/6.50,30 %,Frito Lays,Metro,,[CLS] to ##rti ##llas de maí ##z dor ##itos que ##so at ##re ##vido 190 ##g [SEP]
piqueo snax original frito lay 200g,S/6.80,30 %,Frito Lays,Metro,,[CLS] pi ##que ##o sna ##x original fri ##to lay 200 ##g [SEP]
lentejón cuisine & co 500g,S/4.48,20 %,Cuisine & Co,Metro,,[CLS] lente ##jón cuisine & co 500 ##g [SEP]
aceite de canola borges botella 1 litro,S/. 17.90,0,Borges,Metro,,[CLS] aceite de can ##ola bor ##ges bot ##ella 1 lit ##ro [SEP]
aceite de oliva sabor suave botella 200 ml,S/13.30,0,El Olivar,Metro,,[CLS] aceite de oli ##va sabor sua ##ve bot ##ella 200 ml [SEP]
duraznos en almíbar cuisine & co lata 820 gr,S/8.72,20 %,Cuisine & Co,Metro,,[CLS] dura ##zno ##s en al ##mí ##bar cuisine & co lata 820 gr [SEP]
salsa huancaína nicolini 390g,S/13.10,0,Nicolini,Metro,,[CLS] salsa hu ##anc ##aí ##na nic ##olin ##i 390 ##g [SEP]
maní oriental granuts 180g,S/6.60,0,Granuts,Metro,,[CLS] man ##í oriental gran ##uts 180 ##g [SEP]
bombones de chocolate sublime 136g,S/10.50,19 %,Sublime,Metro,,[CLS] bomb ##ones de chocolate sub ##lime 136 ##g [SEP]
barquillos morochas 280g,S/16.10,0,Nestle,Metro,,[CLS] bar ##qui ##llos mor ##ocha ##s 280 ##g [SEP]
galletas de arroz dulce sin gluten costeño doypack 150 g,S/6.79,0,Costeño,Metro,,[CLS] gall ##etas de arroz dulce sin g ##lut ##en coste ##ño do ##y ##pac ##k 150 g [SEP]
galletas de arroz clásicas sin gluten costeño doypack 150 g,S/6.79,0,Costeño,Metro,,[CLS] gall ##etas de arroz clásica ##s sin g ##lut ##en coste ##ño do ##y ##pac ##k 150 g [SEP]
manjar blanco bonlé contenido 500 g,S/9.90,5 %,Bonlé,Metro,,[CLS] manj ##ar blanco bon ##lé contenido 500 g [SEP]
papas al hilo villa natura 500g,S/19.20,0,Villa Natura,Metro,,[CLS] papa ##s al hil ##o villa natura 500 ##g [SEP]
arroz tazón norteño superior bolsa 5 kg,S/. 19.50,0,Tazon Norteño,Metro,,[CLS] arroz ta ##zón norte ##ño superior bol ##sa 5 kg [SEP]
vinagre tinto del firme doy pack 1000 ml,S/4.80,0,Del Firme,Metro,,[CLS] vin ##ag ##re tin ##to del firme do ##y pack 1000 ml [SEP]
sixpack galletas pícaras la chips 40g,S/5.60,0,Picaras,Metro,,[CLS] six ##pac ##k gall ##etas p ##í ##cara ##s la chip ##s 40 ##g [SEP]
spaghetti integral la molisana le integrali 500g,S/. 6.67,25 %,La Molisana,Metro,,[CLS] sp ##agh ##etti integral la mol ##isana le integral ##i 500 ##g [SEP]
aceite oliva extra virgen huerto alamein 1l,S/43.90,0,Huerto Alamein,Metro,,[CLS] aceite oli ##va extra vir ##gen hu ##erto alam ##ein 1 ##l [SEP]
papas pringles crema y cebolla 124g,S/9.90,0,Pringles,Metro,,[CLS] papa ##s prin ##gles c ##rema y ce ##boll ##a 124 ##g [SEP]
mix de frutos secos con arándanos granuts 50g,S/3.70,0,Granuts,Metro,,[CLS] mix de frutos seco ##s con ar ##ánd ##anos gran ##uts 50 ##g [SEP]
lentejón máxima 500g,S/4.90,0,Máxima,Metro,,[CLS] lente ##jón máxima 500 ##g [SEP]
sixpack galletas victoria choco bum 33.5g,S/4.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas victoria cho ##co bu ##m 33 . 5 ##g [SEP]
lomito de atún en aceite vegetal florida 140g,S/7.50,0,Florida,Metro,,[CLS] lo ##mit ##o de at ##ún en aceite vegetal flor ##ida 140 ##g [SEP]
maiz pop corn paisana bolsa 500 g,S/4.19,0,Paisana,Metro,,[CLS] mai ##z pop corn pais ##ana bol ##sa 500 g [SEP]
arveja paisana bolsa 500 g,S/3.99,0,Paisana,Metro,,[CLS] arv ##eja pais ##ana bol ##sa 500 g [SEP]
frijol canario paisana bolsa 500 g,S/9.29,0,Paisana,Metro,,[CLS] fri ##jo ##l can ##ario pais ##ana bol ##sa 500 g [SEP]
cashews vallealto 90g,S/9.90,16 %,Vallealto,Metro,,[CLS] cash ##ews valle ##alt ##o 90 ##g [SEP]
pecanas peladas vallealto 90g,S/13.40,0,Vallealto,Metro,,[CLS] pe ##cana ##s pela ##das valle ##alt ##o 90 ##g [SEP]
mezcla blanca flor panqueque casero 720g,S/9.70,0,Blanca Flor,Metro,,[CLS] mezcla blanca flor pan ##que ##que case ##ro 720 ##g [SEP]
sopa fuchi fu provenzal 55 g,S/4.44,0,Provenzal,Metro,,[CLS] so ##pa fu ##chi fu proven ##zal 55 g [SEP]
chicle sin azúcar sabor hierbabuena y sandía trident splash 9un,S/2.56,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar sabor hier ##bab ##uen ##a y sand ##ía tri ##dent sp ##lash 9 ##un [SEP]
aceite ajonjoli olivos del sur 100 ml,S/11.10,0,Olivos del Sur,Metro,,[CLS] aceite ajo ##njo ##li oli ##vos del sur 100 ml [SEP]
canela molida badía frasco 56.7 g,S/9.20,0,Badia,Metro,,[CLS] cane ##la mol ##ida bad ##ía fra ##sco 56 . 7 g [SEP]
cobertura sabor a chocolate bitter winter's 500g,S/12.90,23 %,Winters,Metro,,[CLS] cobertura sabor a chocolate bitter winter ' s 500 ##g [SEP]
fideos farfalle cuisine & co 500g,S/3.50,12 %,Cuisine & Co,Metro,,[CLS] fi ##deo ##s far ##fall ##e cuisine & co 500 ##g [SEP]
linguine nro 77 cuisine & co bolsa 500 gr,S/4.60,0,Cuisine & Co,Metro,,[CLS] li ##ngu ##ine nr ##o 77 cuisine & co bol ##sa 500 gr [SEP]
galletas danesas castillos famosos 340g,S/. 11.83,30 %,Ripensa,Metro,,[CLS] gall ##etas danes ##as castillo ##s famosos 340 ##g [SEP]
filete de atún real 140g,S/6.10,6 %,Real,Metro,,[CLS] file ##te de at ##ún real 140 ##g [SEP]
mix de frutos secos con arándanos granuts 180g,S/10.80,0,Granuts,Metro,,[CLS] mix de frutos seco ##s con ar ##ánd ##anos gran ##uts 180 ##g [SEP]
mix de nueces granuts 160g,S/11.90,0,Granuts,Metro,,[CLS] mix de nu ##ece ##s gran ##uts 160 ##g [SEP]
arroz integral paisana bolsa 1 kg,S/. 6.15,0,Paisana,Metro,,[CLS] arroz integral pais ##ana bol ##sa 1 kg [SEP]
trifruna chicha manza piña ambrosoli contenido 420 g,S/9.90,0,Ambrosoli,Metro,,[CLS] tri ##fr ##una chi ##cha man ##za pi ##ña amb ##ros ##oli contenido 420 g [SEP]
caramelos ambrosoli cocoroko perita ambrosoli bolsa 350 g,S/7.70,0,Ambrosoli,Metro,,[CLS] cara ##mel ##os amb ##ros ##oli co ##cor ##oko per ##ita amb ##ros ##oli bol ##sa 350 g [SEP]
pack x4 crema con grageas chin chin mix 80g,S/6.50,0,Chin Chin,Metro,,[CLS] pack x ##4 c ##rema con gra ##gea ##s chi ##n chi ##n mix 80 ##g [SEP]
ablanda sazón aji no mix 4un,S/2.80,12 %,Ajinomoto,Metro,,[CLS] ab ##landa sa ##zón aj ##i no mix 4 ##un [SEP]
mostaza heinz doy pack 368 g,S/11.50,0,Heinz,Metro,,[CLS] most ##aza he ##in ##z do ##y pack 368 g [SEP]
cebolla en polvo badía frasco 2.75 onzas,S/9.30,0,Badia,Metro,,[CLS] ce ##boll ##a en pol ##vo bad ##ía fra ##sco 2 . 75 on ##zas [SEP]
pimienta negra molida sibarita 40g,S/9.90,0,Sibarita,Metro,,[CLS] pi ##mien ##ta negra mol ##ida si ##bari ##ta 40 ##g [SEP]
sillau lam botella 500 ml,S/3.80,0,Lam,Metro,,[CLS] sil ##lau la ##m bot ##ella 500 ml [SEP]
salsa de soya con ajo y kión kikko 350ml,S/4.70,0,Kikko,Metro,,[CLS] salsa de soy ##a con ajo y ki ##ón ki ##kko 350 ##ml [SEP]
manjarblanco bazo velarde 500g,S/10.45,0,Bazo Velarde,Metro,,[CLS] manj ##ar ##bla ##nco ba ##zo vela ##rde 500 ##g [SEP]
azúcar impalpable fleischmann bolsa 200 g,S/2.60,0,Fleischmann,Metro,,[CLS] az ##úcar im ##pal ##pa ##ble fl ##eis ##chmann bol ##sa 200 g [SEP]
polvo de hornear universal sobre 25 g,S/1.70,0,Universal,Metro,,[CLS] pol ##vo de horn ##ear universal sobre 25 g [SEP]
colapiz en polvo universal sobre 20 g,S/2.65,0,Universal,Metro,,[CLS] cola ##pi ##z en pol ##vo universal sobre 20 g [SEP]
chicles sabor a menta chiclets caja 12 und,S/1.60,0,Adams,Metro,,[CLS] chi ##cles sabor a ment ##a chi ##cle ##ts caja 12 und [SEP]
grageas confitadas lentejas caja 30 g,S/1.70,0,Nestlé,Metro,,[CLS] gra ##gea ##s con ##fit ##adas lente ##jas caja 30 g [SEP]
chocolate con leche triángulo barra 30 g,S/1.80,0,Triángulo,Metro,,[CLS] chocolate con lec ##he tri ##áng ##ulo barra 30 g [SEP]
chicle sin azúcar tutti frutti trident 18un,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar tutti fr ##utti tri ##dent 18 ##un [SEP]
chicle sin azúcar herbal trident fresh 18un,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar herb ##al tri ##dent fresh 18 ##un [SEP]
chicle sin azúcar de sandía trident 18un,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar de sand ##ía tri ##dent 18 ##un [SEP]
orégano molido sibarita 50g,S/4.49,0,Sibarita,Metro,,[CLS] or ##ég ##ano mol ##ido si ##bari ##ta 50 ##g [SEP]
"king kong de manjarblanco, piña y maní caja 450 g",S/22.90,17 %,San Roque,Metro,,"[CLS] king kong de manj ##ar ##bla ##nco , pi ##ña y man ##í caja 450 g [SEP]"
fudge heladero bazo velarde 200g,S/4.75,0,Bazo Velarde,Metro,,[CLS] fu ##dge hela ##dero ba ##zo vela ##rde 200 ##g [SEP]
chocolate con leche confitado mini chin chin 32un,S/14.90,0,Chin Chin,Metro,,[CLS] chocolate con lec ##he con ##fit ##ado mini chi ##n chi ##n 32 ##un [SEP]
pasas morenas vallealto 150g,S/5.00,0,Vallealto,Metro,,[CLS] pasa ##s more ##nas valle ##alt ##o 150 ##g [SEP]
galletas con quinua y frutos rojos incasur caja 6 unid bolsa 30 gr,S/8.00,6 %,Incasur,Metro,,[CLS] gall ##etas con qui ##nu ##a y frutos rojo ##s in ##cas ##ur caja 6 uni ##d bol ##sa 30 gr [SEP]
manjarblanco bonlé 250g,S/6.10,0,Bonlé,Metro,,[CLS] manj ##ar ##bla ##nco bon ##lé 250 ##g [SEP]
pudín sabor chocolate diet universal 19g,S/3.90,0,Universal,Metro,,[CLS] pu ##dí ##n sabor chocolate diet universal 19 ##g [SEP]
mazamorra diet universal morada caja 150 g,S/3.50,0,Universal,Metro,,[CLS] ma ##zam ##or ##ra diet universal mora ##da caja 150 g [SEP]
mazamorra de durazno universal bolsa 150 g,S/3.50,0,Universal,Metro,,[CLS] ma ##zam ##or ##ra de dura ##zno universal bol ##sa 150 g [SEP]
flan diet universal de vainilla caja 19 g,S/3.80,0,Universal,Metro,,[CLS] fl ##an diet universal de vain ##illa caja 19 g [SEP]
gelatina diet universal con stevia piña caja 19g,S/4.90,0,Universal,Metro,,[CLS] gela ##tina diet universal con st ##evi ##a pi ##ña caja 19 ##g [SEP]
gelatina diet universal con stevia fresa caja 19 g,S/4.90,0,Universal,Metro,,[CLS] gela ##tina diet universal con st ##evi ##a fr ##esa caja 19 g [SEP]
