Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
pudín umsha sabor chocolate 100g,S/2.50,0,Umsha,Metro,,pudin umsha sabor chocolat 100g
chuño umsha 180g,S/3.50,0,Umsha,Metro,,chuñ umsha 180g
salsa de mostaza walibí 1kg,S/10.90,0,Walibi,Metro,,sals mostaz walib 1kg
ajo en polvo toña 50g,S/9.99,0,Toña,Metro,,ajo polv toñ 50g
pimienta negra molida toña 18g,S/3.60,0,Toña,Metro,,pimient negr mol toñ 18g
hongos secos con laurel toña 13g,S/3.40,0,Toña,Metro,,hong sec laurel toñ 13g
ajo en pasta envasado 550 g,S/19.80,0,Sibarita,Metro,,ajo past envas 550 g
tuco sobre 32.4 g,S/1.25,0,Sibarita,Metro,,tuc 32.4 g
sazonador sobre gigante 32.4 g,S/1.05,0,Sibarita,Metro,,sazon gigant 32.4 g
kétchup doypack 190 g,S/5.80,0,Heinz,Metro,,ketchup doypack 190 g
garbanzos bolsa 500 g,S/7.40,0,Valle Norte,Metro,,garbanz bols 500 g
lentejón bolsa 350 g,S/4.10,0,Tesoro del Campo,Metro,,lentejon bols 350 g
papas al hilo cusine & co 142g,S/5.90,10 %,Cuisine & Co,Metro,,pap hil cusin & co 142g
hojuelas de camote tiyapuy bolsa 160 g,S/5.99,0,Tiyapuy,Metro,,hojuel camot tiyapuy bols 160 g
mayonesa light hellmann's frasco 154 oz,S/13.60,30 %,Hellmann's,Metro,,mayones light hellmann 's frasc 154 oz
caramelos duros de eucalipto y mentol / extra fuerte barra 25 g pack 4 unid,S/4.72,20 %,Halls,Metro,,caramel dur eucalipt mentol / extra fuert barr 25 g pack 4 unid
chocolate bitter con maní sublime tableta 40 g caja 8 unid,S/15.50,22 %,Sublime,Metro,,chocolat bitt man sublim tablet 40 g caj 8 unid
chocolate con leche con maní sublime sonrisa tableta 40 g caja 8 unid,S/14.90,19 %,Sublime,Metro,,chocolat lech man sublim sonris tablet 40 g caj 8 unid
aceite de oliva cuisine & co 250ml,S/11.60,20 %,Cuisine & Co,Metro,,aceit oliv cuisin & co 250ml
chicle sin azúcar sabor yerbabuena trident caja 18 unid,S/2.88,20 %,Trident,Metro,,chicl azuc sabor yerbabuen trident caj 18 unid
chicle sin azúcar sabor menta trident caja 18 unid,S/2.88,20 %,Trident,Metro,,chicl azuc sabor ment trident caj 18 unid
palmitos en rodajas cuisine & co lata 400 g,S/6.90,0,Cuisine & Co,Metro,,palmit rodaj cuisin & co lat 400 g
pepinillos encurtidos cuisine & co pote 510 g,S/8.90,0,Cuisine & Co,Metro,,pepinill encurt cuisin & co pot 510 g
mix andino bolsa 100 g,S/5.10,0,Cuisine & Co,Metro,,mix andin bols 100 g
semillas de girasol cuisine&co pote 200 g,S/7.30,0,Cuisine & Co,Metro,,semill girasol cuisin & co pot 200 g
mix de nueces y frutas cuisine&co pote 200 g,S/11.20,0,Cuisine & Co,Metro,,mix nuec frut cuisin & co pot 200 g
cancha chulpi salada cuisine & co bolsa 100 g,S/2.80,0,Cuisine & Co,Metro,,canch chulpi sal cuisin & co bols 100 g
tortillas de maíz clásica cuisine & co bolsa 150 g,S/4.20,0,Cuisine & Co,Metro,,tortill maiz clasic cuisin & co bols 150 g
chifles norteños cuisine & co pote 100 g,S/5.28,20 %,Cuisine & Co,Metro,,chifl norteñ cuisin & co pot 100 g
canchita con chifles cuisine & co pote 180 g,S/6.08,20 %,Cuisine & Co,Metro,,canchit chifl cuisin & co pot 180 g
chocolate con leche sin azúcar 40% cacao milky la ibérica barra 20 g bolsa 10 unid,S/30.50,0,La Ibérica,Metro,,chocolat lech azuc 40 % caca milky iber barr 20 g bols 10 unid
frutos de secos cocktail premium villa natura 250g,S/18.70,0,Villa Natura,Metro,,frut sec cocktail premium vill natur 250g
sólido de atún en aceite vegetal cuisine & co 170g,S/5.12,20 %,Cuisine & Co,Metro,,sol atun aceit vegetal cuisin & co 170g
trozos de atún en aceite nicolini 140g,S/6.20,0,Nicolini,Metro,,troz atun aceit nicolini 140g
gelatina sin sabor para repostería universal sobre 7.5 g caja 4 unid,S/5.30,0,Universal,Metro,,gelatin sabor repost universal 7.5 g caj 4 unid
polvo de hornear universal sobre 25 g caja 4 unid,S/5.80,0,Universal,Metro,,polv horn universal 25 g caj 4 unid
papas fritas amarillas tiyapuy bolsa 160 g,S/. 7.50,0,Tiyapuy,Metro,,pap frit amarill tiyapuy bols 160 g
harina de coco doypack 150 g,S/8.20,0,Marimiel,Metro,,harin coc doypack 150 g
papas fritas onduladas sabor finas hierbas y lima inka chips bolsa 115 g,S/8.10,0,Inka Chips,Metro,,pap frit ondul sabor fin hierb lim inka chips bols 115 g
premium cocktail sin maní original vallealto 250g,S/14.50,18 %,Vallealto,Metro,,premium cocktail man original vallealt 250g
salsa verde peruana casa verde 330g,S/13.20,0,Casa Verde,Metro,,sals verd peruan cas verd 330g
nueces peladas cuisine & co bolsa 100 gr,S/9.90,0,Cuisine & Co,Metro,,nuec pel cuisin & co bols 100 gr
salsa tuco cuisine & co doypack 380 g,S/4.56,20 %,Cuisine & Co,Metro,,sals tuc cuisin & co doypack 380 g
mostaza cuisine & co 200g,S/3.60,20 %,Cuisine & Co,Metro,,mostaz cuisin & co 200g
cobertura sabor a chocolate bitter negusa caja 600 g,S/16.60,0,Negusa,Metro,,cobertur sabor chocolat bitt negus caj 600 g
arroz extra natural gran chalan bolsa 750 gr,S/. 4.30,0,Gran Chalan,Metro,,arroz extra natural gran chal bols 750 gr
arroz superior natural gran chalan bolsa 5 kg,S/. 21.60,0,Gran Chalan,Metro,,arroz superior natural gran chal bols 5 kg
harina sin preparar grano de oro paquete 1 kg,S/6.35,0,Grano de Oro,Metro,,harin prepar gran oro paquet 1 kg
harina preparada grano de oro paquete 1 kg,S/6.95,0,Grano de Oro,Metro,,harin prepar gran oro paquet 1 kg
gomitas frutales mogul 35g,S/1.40,0,Arcor,Metro,,gomit frutal mogul 35g
huevito de pascua con praliné jacquot 250g,S/5.90,77 %,Jacquot,Metro,,huevit pascu pralin jacquot 250g
aceite de oliva extra virgen cuisine & co 500ml,S/21.52,20 %,Cuisine & Co,Metro,,aceit oliv extra virg cuisin & co 500ml
chizitos sabor queso 190g,S/6.60,0,Frito Lays,Metro,,chizit sabor ques 190g
palillo sibarita 57g,S/2.25,0,Sibarita,Metro,,palill sibarit 57g
chocolate con leche confitado chin chin 50g,S/4.30,0,Chin Chin,Metro,,chocolat lech confit chin chin 50g
crema de leche nestlé lata 160 g,S/7.90,0,Nestlé,Metro,,crem lech nestl lat 160 g
tallarin instantáneo saltado ajinomen sobre 100 g,S/2.15,0,Ajinomen,Metro,,tallarin instantane salt ajinom 100 g
sopa instantánea sabor a carne ajinomen vaso 51 g,S/3.40,0,Ajinomen,Metro,,sop instantane sabor carn ajinom vas 51 g
sopa instantánea ajinomen sabor pollo 51g,S/3.40,0,Ajinomen,Metro,,sop instantane ajinom sabor poll 51g
papas fritas onduladas saladas cuisine & co bolsa 150 gr,S/6.90,12 %,Cuisine & Co,Metro,,pap frit ondul sal cuisin & co bols 150 gr
chifles corte delgado cuisine & co bolsa 200 gr,S/7.50,21 %,Cuisine & Co,Metro,,chifl cort delg cuisin & co bols 200 gr
aceite de canola cuisine & co botella 1 lt,S/14.00,0,Cuisine & Co,Metro,,aceit canol cuisin & co botell 1 lt
cheetos mega queso frito lay 200g,S/8.30,0,Frito Lays,Metro,,cheet meg ques frit lay 200g
chupete globo pop fresa bolsa 24 undiades,S/7.70,0,Globo Pop,Metro,,chupet glob pop fres bols 24 undiad
piqueo snax original frito lay 260g,S/8.50,22 %,Frito Lays,Metro,,pique snax original frit lay 260g
frijol red kidney cuisine & co bolsa 500 gr,S/6.10,0,Cuisine & Co,Metro,,frijol red kidney cuisin & co bols 500 gr
bombones con pisco y pasas di perugia licorinas 144g,S/18.50,0,Di Perugia,Metro,,bombon pisc pas di perugi licorin 144g
piqueo snax original frito lay 200g,S/6.80,30 %,Frito Lays,Metro,,pique snax original frit lay 200g
lentejón cuisine & co 500g,S/4.48,20 %,Cuisine & Co,Metro,,lentejon cuisin & co 500g
aceite de oliva sabor suave botella 200 ml,S/13.30,0,El Olivar,Metro,,aceit oliv sabor suav botell 200 ml
crema de espárragos metro contenido 70 g,S/3.80,0,Metro,Metro,,crem esparrag metr conten 70 g
arroz superior metro 750g,S/. 3.40,0,Metro,Metro,,arroz superior metr 750g
duraznos en almíbar cuisine & co lata 820 gr,S/8.72,20 %,Cuisine & Co,Metro,,durazn almib cuisin & co lat 820 gr
filete de atún en aceite girasol y sal florida 140g,S/6.00,13 %,Florida,Metro,,filet atun aceit girasol sal flor 140g
salsa huancaína nicolini 390g,S/13.10,0,Nicolini,Metro,,sals huancain nicolini 390g
maní oriental granuts 180g,S/6.60,0,Granuts,Metro,,man oriental granuts 180g
bombones de chocolate sublime 136g,S/10.50,19 %,Sublime,Metro,,bombon chocolat sublim 136g
barquillos morochas 280g,S/16.10,0,Nestle,Metro,,barquill moroch 280g
galletas de arroz dulce sin gluten costeño doypack 150 g,S/6.79,0,Costeño,Metro,,gallet arroz dulc glut costeñ doypack 150 g
manjar blanco bonlé contenido 500 g,S/9.90,5 %,Bonlé,Metro,,manj blanc bonl conten 500 g
papas al hilo villa natura 500g,S/19.20,0,Villa Natura,Metro,,pap hil vill natur 500g
arroz tazón norteño superior bolsa 5 kg,S/. 19.50,0,Tazon Norteño,Metro,,arroz tazon norteñ superior bols 5 kg
vinagre tinto del firme doy pack 1000 ml,S/4.80,0,Del Firme,Metro,,vinagr tint firm doy pack 1000 ml
sixpack galletas pícaras la chips 40g,S/5.60,0,Picaras,Metro,,sixpack gallet pic chips 40g
aceite oliva extra virgen huerto alamein 1l,S/43.90,0,Huerto Alamein,Metro,,aceit oliv extra virg huert alamein 1l
papas pringles crema y cebolla 124g,S/9.90,0,Pringles,Metro,,pap pringl crem ceboll 124g
mix de frutos secos con arándanos granuts 50g,S/3.70,0,Granuts,Metro,,mix frut sec arandan granuts 50g
maíz pop corn máxima 500g,S/4.30,0,Máxima,Metro,,maiz pop corn maxim 500g
lentejón máxima 500g,S/4.90,0,Máxima,Metro,,lentejon maxim 500g
sixpack galletas victoria choco bum 33.5g,S/4.80,0,Victoria,Metro,,sixpack gallet victori choc bum 33.5g
lomito de atún en aceite vegetal florida 140g,S/7.50,0,Florida,Metro,,lomit atun aceit vegetal flor 140g
arveja paisana bolsa 500 g,S/3.99,0,Paisana,Metro,,arvej paisan bols 500 g
frijol canario paisana bolsa 500 g,S/9.29,0,Paisana,Metro,,frijol canari paisan bols 500 g
chocolate con leche y almendras hershey's kisses 74g,S/11.00,14 %,Hershey's,Metro,,chocolat lech almendr hershey 's kiss 74g
cashews vallealto 90g,S/9.90,16 %,Vallealto,Metro,,cashews vallealt 90g
pecanas peladas vallealto 90g,S/13.40,0,Vallealto,Metro,,pecan pel vallealt 90g
mezcla blanca flor panqueque casero 720g,S/9.70,0,Blanca Flor,Metro,,mezcl blanc flor panquequ caser 720g
chicle sin azúcar sabor hierbabuena y sandía trident splash 9un,S/2.56,20 %,Trident,Metro,,chicl azuc sabor hierbabuen sand trident splash 9un
aceite ajonjoli olivos del sur 100 ml,S/11.10,0,Olivos del Sur,Metro,,aceit ajonjoli oliv sur 100 ml
canela molida badía frasco 56.7 g,S/9.20,0,Badia,Metro,,canel mol bad frasc 56.7 g
fideos farfalle cuisine & co 500g,S/3.50,12 %,Cuisine & Co,Metro,,fide farfall cuisin & co 500g
linguine nro 77 cuisine & co bolsa 500 gr,S/4.60,0,Cuisine & Co,Metro,,linguin nro 77 cuisin & co bols 500 gr
galletas danesas castillos famosos 340g,S/. 11.83,30 %,Ripensa,Metro,,gallet danes castill famos 340g
filete de atún real 140g,S/6.10,6 %,Real,Metro,,filet atun real 140g
mix de frutos secos con arándanos granuts 180g,S/10.80,0,Granuts,Metro,,mix frut sec arandan granuts 180g
mix de nueces granuts 160g,S/11.90,0,Granuts,Metro,,mix nuec granuts 160g
arroz integral paisana bolsa 1 kg,S/. 6.15,0,Paisana,Metro,,arroz integral paisan bols 1 kg
trifruna chicha manza piña ambrosoli contenido 420 g,S/9.90,0,Ambrosoli,Metro,,trifrun chich manz piñ ambrosoli conten 420 g
caramelos ambrosoli cocoroko perita ambrosoli bolsa 350 g,S/7.70,0,Ambrosoli,Metro,,caramel ambrosoli cocorok perit ambrosoli bols 350 g
pack x4 crema con grageas chin chin mix 80g,S/6.50,0,Chin Chin,Metro,,pack x4 crem grag chin chin mix 80g
ablanda sazón aji no mix 4un,S/2.80,12 %,Ajinomoto,Metro,,abland sazon aji mix 4un
mostaza heinz doy pack 368 g,S/11.50,0,Heinz,Metro,,mostaz heinz doy pack 368 g
pimienta negra molida sibarita 40g,S/9.90,0,Sibarita,Metro,,pimient negr mol sibarit 40g
sillau lam botella 500 ml,S/3.80,0,Lam,Metro,,sillau lam botell 500 ml
manjarblanco bazo velarde 500g,S/10.45,0,Bazo Velarde,Metro,,manjarblanc baz velard 500g
azúcar impalpable fleischmann bolsa 200 g,S/2.60,0,Fleischmann,Metro,,azuc impalp fleischmann bols 200 g
polvo de hornear fleischmann sobre 20 g,S/1.20,0,Fleischmann,Metro,,polv horn fleischmann 20 g
colapiz en polvo universal sobre 20 g,S/2.65,0,Universal,Metro,,colapiz polv universal 20 g
grageas confitadas lentejas caja 30 g,S/1.70,0,Nestlé,Metro,,grag confit lentej caj 30 g
chocolate con leche triángulo barra 30 g,S/1.80,0,Triángulo,Metro,,chocolat lech triangul barr 30 g
cubito sabor carne maggi 25un.,S/5.60,0,Maggi,Metro,,cubit sabor carn maggi 25un .
chocolate bitter vizzio costa 69g,S/4.99,0,Costa,Metro,,chocolat bitt vizzi cost 69g
chicle sin azúcar tutti frutti trident 18un,S/2.88,20 %,Trident,Metro,,chicl azuc tutti frutti trident 18un
chicle sin azúcar herbal trident fresh 18un,S/2.88,20 %,Trident,Metro,,chicl azuc herbal trident fresh 18un
chicle sin azúcar de sandía trident 18un,S/2.88,20 %,Trident,Metro,,chicl azuc sand trident 18un
orégano molido sibarita 50g,S/4.49,0,Sibarita,Metro,,oregan mol sibarit 50g
"king kong de manjarblanco, piña y maní caja 450 g",S/22.90,17 %,San Roque,Metro,,"king kong manjarblanc , piñ man caj 450 g"
chocolate de leche con avellanas mauxion salut 100g,S/. 5.90,0,Mauxion,Metro,,chocolat lech avellan mauxion salut 100g
fudge heladero bazo velarde 200g,S/4.75,0,Bazo Velarde,Metro,,fudg helader baz velard 200g
chocolate con leche confitado mini chin chin 32un,S/14.90,0,Chin Chin,Metro,,chocolat lech confit mini chin chin 32un
harina de trigo integral doypack 1 kg,S/12.90,0,Marimiel,Metro,,harin trig integral doypack 1 kg
pasas morenas vallealto 150g,S/5.00,0,Vallealto,Metro,,pas moren vallealt 150g
pudín sabor chocolate diet universal 19g,S/3.90,0,Universal,Metro,,pudin sabor chocolat diet universal 19g
mazamorra diet universal morada caja 150 g,S/3.50,0,Universal,Metro,,mazamorr diet universal mor caj 150 g
mazamorra de durazno universal bolsa 150 g,S/3.50,0,Universal,Metro,,mazamorr durazn universal bols 150 g
flan diet universal de vainilla caja 19 g,S/3.80,0,Universal,Metro,,flan diet universal vainill caj 19 g
gelatina diet universal con stevia piña caja 19g,S/4.90,0,Universal,Metro,,gelatin diet universal stevi piñ caj 19g
gelatina diet universal con stevia fresa caja 19 g,S/4.90,0,Universal,Metro,,gelatin diet universal stevi fres caj 19 g
mezcla para apanar maggi apanado 80g,S/3.50,0,Maggi,Metro,,mezcl apan maggi apan 80g
vinagre tinto florida botella plástica 625 ml,S/3.40,0,Florida,Metro,,vinagr tint flor botell plastic 625 ml
vinagre de manzana perú pride botella 500 ml,S/13.50,0,Perú Pride,Metro,,vinagr manzan peru prid botell 500 ml
vinagre balsámico filippo berio botella 250 ml,S/. 11.18,24 %,Filippo Berio,Metro,,vinagr balsam filipp beri botell 250 ml
super sazonador ajinomoto frasco 100 g,S/8.99,0,Ajinomoto,Metro,,sup sazon ajinomot frasc 100 g
sillau kikko botella 500 ml,S/4.60,0,Kikko,Metro,,sillau kikk botell 500 ml
sazonador sibarita frasco 80 g,S/5.30,0,Sibarita,Metro,,sazon sibarit frasc 80 g
sazonador sazón completa badia frasco 3.5 onzas,S/9.50,0,Badia,Metro,,sazon sazon complet badi frasc 3.5 onzas
salsa ostión alida chiang botella 60 ml,S/9.10,0,Alida Chiang,Metro,,sals ostion alid chiang botell 60 ml
crema de ají y queso alacena huancaína 85g,S/4.80,0,AlaCena,Metro,,crem aji ques alacen huancain 85g
pimienta negra entera sibarita sobre 15 g,S/2.90,0,Sibarita,Metro,,pimient negr enter sibarit 15 g
pimienta negra entera badia frasco con moledor 2.25 onzas,S/13.90,0,Badia,Metro,,pimient negr enter badi frasc moledor 2.25 onzas
paprika badia sobre 1 onza,S/4.19,0,Badia,Metro,,paprik badi 1 onza
hongos con laurel sibarita sobre 10 g,S/2.50,0,Sibarita,Metro,,hong laurel sibarit 10 g
culantro verdecito sibarita pack 6 unid,S/4.29,0,Sibarita,Metro,,culantr verdecit sibarit pack 6 unid
crema de ají tarí alacena doypack 85 g,S/4.80,0,AlaCena,Metro,,crem aji tar alacen doypack 85 g
crema de ají alacena tarí 400g,S/13.90,0,AlaCena,Metro,,crem aji alacen tar 400g
canela molida badia sobre 0.5 onzas,S/4.19,0,Badia,Metro,,canel mol badi 0.5 onzas
ajos en pasta sibarita pack 3 unid x 24 g,S/3.20,0,Sibarita,Metro,,ajos past sibarit pack 3 unid x 24 g
tortillas chip mexi nachos bolsa 100 g,S/4.70,0,Mexi Nachos,Metro,,tortill chip mexi nach bols 100 g
pop corn natural act ii bolsa 80 g,S/4.60,0,Act II,Metro,,pop corn natural act ii bols 80 g
pop corn butter act ii pack 3 unid,S/14.70,0,Act II,Metro,,pop corn butt act ii pack 3 unid
papas en hojuelas lay's ondas clásica 140g,S/4.90,28 %,Frito Lays,Metro,,pap hojuel lay 's ondas clasic 140g
maní crocante salado karinto 200g,S/5.50,31 %,Karinto,Metro,,man crocant sal karint 200g
habas saladas karinto bolsa 70 gr,S/4.30,0,Karinto,Metro,,hab sal karint bols 70 gr
chifles norteños milys 160g,S/7.50,0,Milys,Metro,,chifl norteñ milys 160g
hojuelas de camote natuchips 135g,S/6.50,0,Natu Chips,Metro,,hojuel camot natuchips 135g
galletas integrackers integrackers salvado de trigo 30g 9un,S/10.00,0,Victoria,Metro,,gallet integrackers integrackers salv trig 30g 9un
sixpack galletas tentación sabor vainilla 47g,S/4.70,0,Victoria,Metro,,sixpack gallet tentacion sabor vainill 47g
sixpack galletas tentación sabor coco 47g,S/4.70,0,Victoria,Metro,,sixpack gallet tentacion sabor coc 47g
sixpack galletas glacitas choconieve 32g,S/5.00,0,Victoria,Metro,,sixpack gallet glacit choconiev 32g
sixpack galletas glacitas fresa 32g,S/5.00,0,Victoria,Metro,,sixpack gallet glacit fres 32g
sixpack galletas casino vainilla 47g,S/4.80,0,Victoria,Metro,,sixpack gallet casin vainill 47g
sixpack galletas casino chocolate 47g,S/4.60,0,Victoria,Metro,,sixpack gallet casin chocolat 47g
galletas naturales nutri deli algarrobina 50g,S/2.99,0,Nutri Deli,Metro,,gallet natural nutri deli algarrobin 50g
galletas con chispas de chocolate mini chips ahoy bolsa 50 g,S/1.44,20 %,Chips Ahoy,Metro,,gallet chisp chocolat mini chips ahoy bols 50 g
sixpack galleta costa gran cereal clásica 36g,S/4.30,0,Costa,Metro,,sixpack gallet cost gran cereal clasic 36g
sixpack galletas caritas 189g,S/4.10,0,Costa,Metro,,sixpack gallet carit 189g
chocolate relleno con toffe helena peccanroll caja 100 g,S/12.50,25 %,Helena,Metro,,chocolat rellen toff helen peccanroll caj 100 g
pastillas de chocolate la ibérica 150g,S/14.80,20 %,La Ibérica,Metro,,pastill chocolat iber 150g
chocolate mini barritas milky la ibérica 10un,S/21.20,0,La Ibérica,Metro,,chocolat mini barrit milky iber 10un
bombones la ibérica cremas surtidas 150g,S/18.70,0,La Ibérica,Metro,,bombon iber crem surt 150g
marshmellows ambrosoli mellows bolsa 230 g,S/5.40,0,Ambrosoli,Metro,,marshmellows ambrosoli mellows bols 230 g
gomitas ambrosoli frugel 430g,S/14.90,0,Ambrosoli,Metro,,gomit ambrosoli frugel 430g
caramelos ambrosoli cocoroko limon bolsa 350 g,S/7.70,0,Ambrosoli,Metro,,caramel ambrosoli cocorok limon bols 350 g
pastina codo chico don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,pastin cod chic don vittori 235g
pastina codo chico nicolini 235g,S/2.25,0,Nicolini,Metro,,pastin cod chic nicolini 235g
pastina canuto chico nicolini 235g,S/2.10,0,Nicolini,Metro,,pastin canut chic nicolini 235g
solido de atún florida lata 140g 48329001,S/5.90,24 %,Florida,Metro,,sol atun flor lat 140g 48329001
sopa ramen maruchan sabor pollo 85g,S/3.40,0,Maruchan,Metro,,sop ram maruch sabor poll 85g
sopa instantánea ajinomen sabor pollo con verduras 80g,S/1.60,0,Ajinomen,Metro,,sop instantane ajinom sabor poll verdur 80g
caldo de pescado doña gusta caja 6un,S/1.70,0,Doña Gusta,Metro,,cald pesc doñ gust caj 6un
quinua perlada superior incasur bolsa 250 gr,S/8.70,0,Incasur,Metro,,quinu perl superior incasur bols 250 gr
lentejón costeño bolsa 500 g,S/6.10,0,Costeño,Metro,,lentejon costeñ bols 500 g
frijol castilla costeño bolsa 500 g,S/5.60,0,Costeño,Metro,,frijol castill costeñ bols 500 g
papa seca tesoro del campo bolsa 500 g,S/7.25,0,Tesoro del Campo,Metro,,pap sec tesor camp bols 500 g
frijol panamito tesoro del campo bolsa 500 g,S/5.60,0,Tesoro del Campo,Metro,,frijol panamit tesor camp bols 500 g
pallar tesoro del campo bolsa 500 g,S/7.59,0,Tesoro del Campo,Metro,,pall tesor camp bols 500 g
arveja verde tesoro del campo bolsa 500 g,S/3.70,0,Tesoro del Campo,Metro,,arvej verd tesor camp bols 500 g
arroz integral costeño bolsa 750 g,S/. 5.30,0,Costeño,Metro,,arroz integral costeñ bols 750 g
arroz superior costeño bolsa 750 g,S/. 4.10,0,Costeño,Metro,,arroz superior costeñ bols 750 g
aceite de oliva filippo berio extra virgen 500ml,S/. 21.68,24 %,Filippo Berio,Metro,,aceit oliv filipp beri extra virg 500ml
aceite de oliva extra virgen carbonell botella 1 lt,S/. 45.90,0,Carbonell,Metro,,aceit oliv extra virg carbonell botell 1 lt
aceite de oliva la española extra virgen botella 500 ml,S/. 19.90,31 %,La Española,Metro,,aceit oliv español extra virg botell 500 ml
aceite de oliva el olivar virgen botella 200 ml,S/12.90,0,El Olivar,Metro,,aceit oliv oliv virg botell 200 ml
aceite de oliva extra virgen carbonell botella 250 ml,S/. 15.90,0,Carbonell,Metro,,aceit oliv extra virg carbonell botell 250 ml
aceite de ajonjolí alida chiang botella 60 ml,S/8.99,0,Alida Chiang,Metro,,aceit ajonjol alid chiang botell 60 ml
chicle trident sabor yerbabuena 45.5g,S/9.10,0,Trident,Metro,,chicl trident sabor yerbabuen 45.5g
chicle trident sabor fresa 45.5g,S/9.00,0,Trident,Metro,,chicl trident sabor fres 45.5g
cheetos mega queso 90g,S/5.10,0,Frito Lays,Metro,,cheet meg ques 90g
mezcla de nueces y semillas trunuts manímix 150g,S/9.90,0,Trunuts,Metro,,mezcl nuec semill trunuts manimix 150g
fideos cuisine &co linguini 450g,S/4.10,0,cuisine---co,Metro,,fide cuisin & co linguini 450g
sazonador tuco con hongos y laurel la sazón de don benito 63g,S/4.60,0,La Sazón de Don Benito,Metro,,sazon tuc hong laurel sazon don benit 63g
sazonador ají panca sin picante la sazón de don benito 63g,S/1.99,0,La Sazón de Don Benito,Metro,,sazon aji panc picant sazon don benit 63g
mayonesa b&d doypack 190g,S/6.00,20 %,b-d,Metro,,mayones b & d doypack 190g
bombones de chocolate lindt lindor 37g,S/9.70,11 %,Lindt,Metro,,bombon chocolat lindt lindor 37g
tripack filete de atún en aceite cuisine & co 170g,S/17.70,0,Cuisine & Co,Metro,,tripack filet atun aceit cuisin & co 170g
algarrobina dulce natura 500g,S/13.90,22 %,Dulce Natura,Metro,,algarrobin dulc natur 500g
algarrobina dulce natura 300g,S/9.50,20 %,Dulce Natura,Metro,,algarrobin dulc natur 300g
mostaza dijon french's 340g,S/11.20,19 %,French's,Metro,,mostaz dijon french 's 340g
ají criollo alpesa 380g,S/9.90,0,Alpesa,Metro,,aji crioll alpes 380g
piqueo sanck frito lay 55g,S/2.60,0,Frito Lays,Metro,,pique sanck frit lay 55g
papas fritas en hojuelas inka chips bembos clásica 120g,S/8.10,0,Inka Chips,Metro,,pap frit hojuel inka chips bemb clasic 120g
arroz añejo superior valle norte 750g,S/. 4.00,0,Valle Norte,Metro,,arroz añej superior vall nort 750g
frejoles negros en conserva essential everyday 425g,S/10.70,0,Essential Everyday,Metro,,frejol negr conserv essential everyday 425g
chifles crickets sabor leche de tigre 150g,S/7.99,0,Crickets,Metro,,chifl crickets sabor lech tigr 150g
turrón san josé 1kg,S/33.90,0,San José,Metro,,turron san jos 1kg
sixpack oblea dulce kit kat 249g,S/15.50,22 %,Kit Kat,Metro,,sixpack oble dulc kit kat 249g
ají mirasol en pasta cuisine & co 200g,S/5.90,14 %,Cuisine & Co,Metro,,aji mirasol past cuisin & co 200g
nabo encurtido huerto mejía 220g,S/9.50,0,Huerto Mejia,Metro,,nab encurt huert mej 220g
sopa instantánea sabor a costilla nissin ramen 85g,S/1.70,0,Nissin,Metro,,sop instantane sabor costill nissin ram 85g
sopa instantánea sabor a camarón nissin ramen 85g,S/1.70,0,Nissin,Metro,,sop instantane sabor camaron nissin ram 85g
curry hindú en polvo cuisine & co 6g,S/1.99,0,Cuisine & Co,Metro,,curry hindu polv cuisin & co 6g
anís entero cuisine & co 8g,S/1.40,0,Cuisine & Co,Metro,,anis enter cuisin & co 8g
maní tostado cuisine & co 100g,S/4.20,0,Cuisine & Co,Metro,,man tost cuisin & co 100g
ají panca cuisine & co 10g,S/1.99,0,Cuisine & Co,Metro,,aji panc cuisin & co 10g
pack x24 crema muss sabor chocolate turrón 14g,S/15.10,0,Cremino,Metro,,pack x24 crem muss sabor chocolat turron 14g
sazonador de pop corn sabor mantequilla costeño pops 81g,S/10.90,0,Costeño,Metro,,sazon pop corn sabor mantequill costeñ pops 81g
doritos firto lay's 45g,S/2.90,0,Frito Lays,Metro,,dorit firt lay 's 45g
vinagre tinto cuisine & co 1l,S/4.60,0,Cuisine & Co,Metro,,vinagr tint cuisin & co 1l
berry mix original vallealto 250g,S/12.90,18 %,Vallealto,Metro,,berry mix original vallealt 250g
toffee sabores surtidos old england toffee 100un.,S/15.20,0,Ambrosoli,Metro,,toffe sabor surt old england toffe 100un .
sillao cuisine & co 250ml,S/2.80,0,Cuisine & Co,Metro,,silla cuisin & co 250ml
pretzel crunch cuisine & co hearts 200g,S/12.50,10 %,Cuisine & Co,Metro,,pretzel crunch cuisin & co hearts 200g
halls yerbabuena barra 9un,S/1.60,20 %,Halls,Metro,,halls yerbabuen barr 9un
sal parrillera grano grueso cuisine & co 750g,S/6.40,13 %,Cuisine & Co,Metro,,sal parriller gran grues cuisin & co 750g
vinagreta alacena mostaza y pimienta 190g,S/5.50,0,AlaCena,Metro,,vinagret alacen mostaz pimient 190g
gelatina umsha sabor piña 120g,S/3.50,0,Umsha,Metro,,gelatin umsha sabor piñ 120g
gelatina umsha sabor uva 120g,S/3.50,0,Umsha,Metro,,gelatin umsha sabor uva 120g
pasas morenas vallealto 250g,S/7.90,0,Vallealto,Metro,,pas moren vallealt 250g
